cn_kodu,ulke,sektor,aciklama,dogrudan,dolayli,toplam,rota,kaynak_belge,kaynak_yeri,durum
73065029,Turkiye,Iron and steel,Precision steel tubes; welded; of circular cross-section; of alloy steel other than stainless (excl. cold-drawn or cold-rolled),2.244,,2.244,(F),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73065080,Turkiye,Iron and steel,Tubes; pipes and hollow profiles; welded; of circular cross-section; of alloy steel other than stainless (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406;4 mm; and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas; and precision steel tubes),2.244,,2.244,(F),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73066110,Turkiye,Iron and steel,Tubes and pipes and hollow profiles; welded; of square or rectangular cross-section; of stainless steel,5.920,,5.920,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73066192,Turkiye,Iron and steel,Tubes and pipes and hollow profiles; welded; of square or rectangular cross-section; of iron or steel other than stainless steel; with a wall thickness of <= 2 mm,2.244,,2.244,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73066199,Turkiye,Iron and steel,Tubes and pipes and hollow profiles; welded; of square or rectangular cross-section; of iron or steel other than stainless steel; with a wall thickness of > 2 mm,2.244,,2.244,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73066910,Turkiye,Iron and steel,Tubes; pipes and hollow profiles; welded; of non-circular cross-section; of stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406;4 mm; line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas; and tubes and pipes and hollow profiles of square or rectangular cross-section),5.920,,5.920,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73066990,Turkiye,Iron and steel,Tubes; pipes and hollow profiles; welded; of non-circular cross-section; of iron or steel other than stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406;4 mm; line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas; and tubes and pipes and hollow profiles of square or rectangular cross-section),2.244,,2.244,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73069000,Turkiye,Iron and steel,Tubes; pipes and hollow profiles e.g.; open seam; riveted or similarly closed; of iron or steel (excl. of cast iron; seamless or welded tubes and pipes and tubes and pipes having internal and external circular cross-sections and an external diameter of > 406;4 mm),2.244,,2.244,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7307,Turkiye,Iron and steel,Tube or pipe fittings e.g. couplings; elbows; sleeves; of iron or steel,seebelow,seebelow,seebelow,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730711,Turkiye,Iron and steel,Tube or pipe fittings of non-malleable cast iron,3.151,,3.151,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73071910,Turkiye,Iron and steel,Tube or pipe fittings of cast iron (excl. of non-malleable),3.151,,3.151,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73071990,Turkiye,Iron and steel,Cast tube or pipe fittings of steel,3.151,,3.151,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73072100,Turkiye,Iron and steel,Flanges of stainless steel (excl. cast products),3.710,,3.710,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730722,Turkiye,Iron and steel,Threaded elbows; bends and sleeves of stainless steel (excl. cast products),3.710,,3.710,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730723,Turkiye,Iron and steel,Butt welding tube or pipe fittings of stainless steel (excl. cast products),3.710,,3.710,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730729,Turkiye,Iron and steel,Tube or pipe fittings of stainless steel (excl. cast products; flanges; threaded elbows; bends and sleeves and butt weldings fittings),3.710,,3.710,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73079100,Turkiye,Iron and steel,Flanges of iron or steel (excl. cast or stainless products),3.151,,3.151,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730792,Turkiye,Iron and steel,Threaded elbows; bends and sleeves; of stainless steel (excl. cast or stainless products),3.151,,3.151,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730793,Turkiye,Iron and steel,Butt welding fittings of iron or steel (excl. cast iron or stainless steel products; and flanges),3.151,,3.151,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
730799,Turkiye,Iron and steel,Tube or pipe fittings; of iron or steel (excl. cast iron or stainless steel products; flanges; threaded elbows; bends and sleeves; butt welding fittings),3.151,,3.151,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7308,Turkiye,Iron and steel,Structures and parts of structures e.g.; bridges and bridge-sections; lock-gates; towers; lattice masts; roofs; roofing frameworks; doors and windows and their frames and thresholds for doors; shutters; balustrades; pillars and columns; of iron or steel; plates; rods; angles; shapes; sections; tubes and the like; prepared for use in structures; of iron or steel (excl. prefabricated buildings of heading 9406),5.520,,5.520,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7309,Turkiye,Iron and steel,Reservoirs; tanks; vats and similar containers; of iron or steel; for any material other than compressed or liquefied gas; of a capacity of > 300 l; not fitted with mechanical or thermal equipment; whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or more types of transport),5.600,,5.600,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7310,Turkiye,Iron and steel,Tanks; casks; drums; cans; boxes and similar containers; of iron or steel; for any material other than compressed or liquefied gas; of a capacity of <= 300 l; not fitted with mechanical or thermal equipment; whether or not lined or heat-insulated; n.e.s.,3.030,,3.030,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7311,Turkiye,Iron and steel,Containers of iron or steel; for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport),seebelow,seebelow,seebelow,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
731100,Turkiye,Iron and steel,Containers of iron or steel; for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport),5.430,,5.430,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7318,Turkiye,Iron and steel,Screws; bolts; nuts; coach screws; screw hooks; rivets; cotters; cotter pins; washers; incl. spring washers; and similar articles; of iron or steel (excl. lag screws; stoppers; plugs and the like; threaded),seebelow,seebelow,seebelow,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181100,Turkiye,Iron and steel,Coach screws of iron or steel,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181210,Turkiye,Iron and steel,Wood screws of stainless steel (excl. coach screws),5.690,,5.690,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181290,Turkiye,Iron and steel,Wood screws of iron or steel other than stainless (excl. coach screws),2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181300,Turkiye,Iron and steel,Screw hooks and screw rings; of iron or steel,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181410,Turkiye,Iron and steel,Self-tapping screws; of stainless steel (excl. wood screws),5.690,,5.690,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181491,Turkiye,Iron and steel,Spaced-thread screws of iron or steel other than stainless,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181499,Turkiye,Iron and steel,Self-tapping screws of iron or steel other than stainless (excl. spaced-thread screws and wood screws),2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
731815,Turkiye,Iron and steel,Threaded screws and bolts; of iron or steel; whether or not with their nuts and washers (excl. coach screws and other wood screws; screw hooks and screw rings; self-tapping screws; lag screws; stoppers; plugs and the like; threaded),5.430,,5.430,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
731816,Turkiye,Iron and steel,Nuts of iron or steel,3.790,,3.790,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73181900,Turkiye,Iron and steel,Threaded articles; of iron or steel; n.e.s.,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73182100,Turkiye,Iron and steel,Spring washers and other lock washers; of iron or steel,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73182200,Turkiye,Iron and steel,Washers of iron or steel (excl. spring washers and other lock washers),3.430,,3.430,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73182300,Turkiye,Iron and steel,Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses),2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73182400,Turkiye,Iron and steel,Cotters and cotter pins; of iron or steel,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73182900,Turkiye,Iron and steel,Non-threaded articles; of iron or steel,2.832,,2.832,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
7326,Turkiye,Iron and steel,Articles of iron or steel; n.e.s. (excl. cast articles),seebelow,seebelow,seebelow,,CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73261100,Turkiye,Iron and steel,Grinding balls and similar articles for mills; of iron or steel; forged or stamped; but not further worked,3.000,,3.000,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
732619,Turkiye,Iron and steel,Articles of iron or steel; forged or stamped; but not further worked; n.e.s. (excl. grinding balls and similar articles for mills),3.000,,3.000,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73262000,Turkiye,Iron and steel,Articles of iron or steel wire; n.e.s.,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269030,Turkiye,Iron and steel,Ladders and steps; of iron or steel,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269040,Turkiye,Iron and steel,Pallets and similar platforms for handling goods; of iron or steel,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269050,Turkiye,Iron and steel,Reels for cables; piping and the like; of iron or steel,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269060,Turkiye,Iron and steel,Ventilators; non-mechanical; guttering; hooks and like articles used in the building industry; n.e.s.; of iron or steel,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269092,Turkiye,Iron and steel,Articles of iron or steel; open-die forged; n.e.s.,3.000,,3.000,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269094,Turkiye,Iron and steel,Articles of iron or steel; closed-die forged; n.e.s.,3.000,,3.000,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269096,Turkiye,Iron and steel,Sintered articles of iron or steel; n.e.s.,3.000,,3.000,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
73269098,Turkiye,Iron and steel,Articles of iron or steel; n.e.s.,2.583,,2.583,(C),CBAM-DEFAULT-VALUES-2026-08-06,Turkiye sayfasi,dogrulandi
